gene_id,cluster,Dmel,Dmel_gene,Dmel_function,nr,uni_sprot,Description,Preferred_name,PFAMs
Dnig.1LG0003200.1,18,FBpp0079870,escl,escl,XP_021939729.1,sp|Q8UUP2|EEDA_XENLA,"Polycomb group (PcG) protein. In contrast to other PcG protein, it is specifically required during the first 6 hours of embryogenesis to establish PcG silencing. PcG proteins act by forming multiprotein complexes, which are required to maintain the transcriptionally repressive state of homeotic genes throughout development. PcG proteins are not required to initiate repression, but to maintain it during later stages of development. They probably act via a methylation of histones, rendering chromatin heritably changed in its expressibility. Component of the Esc E(z) complex, which methylates 'Lys-9' and 'Lys-27' residues of histone H3. The Esc E(z) complex is necessary but not sufficient to recruit a functional PcG repressive complex that represses target genes, suggesting that the recruitment of the distinct PRC1 complex is also required to allow a subsequent repression (By similarity)",EED,WD40
Dnig.1LG0003210.1,9,FBpp0303343,hdc,headcase,XP_021922032.1,sp|Q9N2M8|HDC_DROME,Headcase protein,HECA,"HECA,Headcase"
Dnig.1LG0003220.1,10,,,,,,,,
Dnig.1LG0003290.1,9,FBpp0071172,Caf1-180,"Chromatin assembly factor 1, p180 subunit",XP_021919626.1,sp|Q5R1T0|CAF1A_CHICK,Chromatin assembly factor 1 subunit A,CHAF1A,"CAF-1_p150,CAF1-p150_C2,CAF1-p150_N,CAF1A"
Dnig.1LG0003310.1,17,FBpp0301749,CG11737,No description,XP_021928341.1,sp|Q5U4F4|TM135_RAT,peroxisome organization,TMEM135,"TMEM135_C_rich,Tim17"
Dnig.1LG0003320.1,20,FBpp0302785,Ars2,Arsenic resistance protein 2,XP_021914725.1,sp|Q5TUF1|SRRT_ANOGA,Acts as a mediator between the cap-binding complex (CBC) and RNA-mediated gene silencing (RNAi). Involved in innate immunity via the short interfering RNAs (siRNAs) processing machinery by restricting the viral RNA production. Also involved microRNA (miRNA)-mediated silencing by contributing to the stability and delivery of primary miRNA transcripts to the primary miRNA processing complex,SRRT,"ARS2,DUF3546"
Dnig.1LG0003330.1,15,,,,PNF23265.1,,Zinc-finger associated domain (zf-AD),-,zf-AD
Dnig.1LG0003350.1,2,FBpp0079845,crol,crooked legs,,sp|O43345|ZN208_HUMAN,,,
Dnig.1LG0003360.1,3,FBpp0075533,Meics,Meiotic central spindle,,sp|Q9NQZ8|ZNF71_HUMAN,,,
Dnig.1LG0003370.1,12,FBpp0079846,crol,crooked legs,,sp|Q96RE9|ZN300_HUMAN,,,
Dnig.1LG0003400.1,12,FBpp0079846,crol,crooked legs,,sp|P35789|ZNF93_HUMAN,,,
Dnig.1LG0003440.1,13,FBpp0080828,CG10463,No description,XP_023717330.1,sp|Q96G46|DUS3L_HUMAN,Metal ion binding. It is involved in the biological process described with oxidation-reduction process,DUS3L,"Dus,zf-CCCH"
Dnig.1LG0003460.1,19,FBpp0084241,CG10425,No description,PSN33671.1,sp|Q06136|KDSR_HUMAN,Oxidoreductase activity. It is involved in the biological process described with metabolic process,KDSR,adh_short
Dnig.1LG0003520.1,7,FBpp0087190,CG9003,No description,GFG36657.1,sp|Q09299|YQOA_CAEEL,A Receptor for Ubiquitination Targets,-,"F-box,RRM_1"
Dnig.1LG0003530.1,16,,,,XP_023718936.2,sp|F6S215|AP5B1_XENTR,,,
Dnig.1LG0003540.1,7,,,,CAD7407380.1,,,,
Dnig.1LG0003560.1,10,FBpp0072853,Jafrac2,Thioredoxin peroxidase 2,ATU82774.1,sp|O08807|PRDX4_MOUSE,Redoxin,PRDX4,"1-cysPrx_C,AhpC-TSA"
Dnig.1LG0003570.1,2,FBpp0083939,CHORD,CHORD,XP_023712601.1,sp|Q9VCC0|CHRD1_DROME,Cysteine and histidine-rich domain-containing,CHORDC1,"CHORD,CS"
Dnig.1LG0003610.1,17,FBpp0078694,mRpL24,mitochondrial ribosomal protein L24,KAG4073056.1,sp|Q29MA5|RM24_DROPS,Belongs to the universal ribosomal protein uL24 family,MRPL24,"KOW,ribosomal_L24"
Dnig.1LG0003630.1,7,FBpp0088551,spin,spinster,XP_022183813.2,sp|Q9GQQ0|SPIN_DROME,Major Facilitator Superfamily,SPNS3,MFS_1
Dnig.1LG0003640.1,7,FBpp0309827,CG9154,No description,XP_018427516.1,sp|Q6GN98|EFMT1_XENLA,lysine N-methyltransferase activity,N6AMT2,N6-adenineMlase
Dnig.1LG0003650.1,9,FBpp0075718,CG32104,No description,GFG36728.1,sp|Q3T1I9|RPAP1_RAT,,,
Dnig.1LG0003670.1,3,FBpp0110179,CG34132,No description,XP_017786308.1,sp|Q8AVK1|TI13B_XENLA,Mitochondrial import inner membrane translocase subunit,TIMM13,zf-Tim10_DDP
Dnig.1LG0003710.1,7,FBpp0304566,CG12773,No description,XP_021914374.1,sp|Q6A4L1|S12A8_XENLA,It is involved in the biological process described with transmembrane transport,SLC12A8,AA_permease
Dnig.1LG0003730.1,9,FBpp0289511,CG7461,No description,XP_021925989.1,sp|P45953|ACADV_RAT,flavin adenine dinucleotide binding. It is involved in the biological process described with oxidation-reduction process,ACADVL,"Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
Dnig.1LG0003740.1,2,FBpp0304173,CG7376,No description,GFG36641.1,sp|Q149N8|SHPRH_HUMAN,Zinc ion binding,SHPRH,"Helicase_C,Linker_histone,SNF2_N,zf-C3HC4_3,zf-RING_UBOX"
Dnig.1LG0003760.1,6,FBpp0079846,crol,crooked legs,,sp|A6NK75|ZNF98_HUMAN,,,
Dnig.1LG0003770.1,6,,,,,,,,
Dnig.1LG0003790.1,11,,,,CAF4910069.1,,PIF1-like helicase,-,"Helitron_like_N,Herpes_Helicase,PIF1"
Dnig.1LG0003800.1,19,,,,,,,,
Dnig.1LG0003810.1,15,FBpp0079846,crol,crooked legs,,sp|P15620|ZN271_MOUSE,,,
Dnig.1LG0003820.1,19,,,,,,,,
Dnig.1LG0003830.1,14,,,,P26305.1,sp|P26305|LPSBP_PERAM,,,
Dnig.1LG0004060.1,16,FBpp0081754,Rbp1,RNA-binding protein 1,XP_018574162.1,sp|Q02427|RBP1_DROME,nucleic acid binding,-,RRM_1
Dnig.1LG0004070.1,6,FBpp0075754,eIF3l,eukaryotic translation initiation factor 3 subunit l,XP_023722957.1,sp|B0WR18|EIF3L_CULQU,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation",EIF3L,Paf67
Dnig.1LG0004080.1,8,,,,XP_023707640.1,sp|Q5ZI51|ADPRS_CHICK,ADP-ribosylglycohydrolase,ADPRHL2,ADP_ribosyl_GH
Dnig.1LG0004110.1,8,FBpp0088396,lola,longitudinals lacking,XP_018332866.1,sp|P42284|LOLA2_DROME,"Broad-Complex, Tramtrack and Bric a brac",-,"BTB,HTH_psq,zf-C2H2,zf-H2C2_5"
Dnig.1LG0004130.1,13,FBpp0304606,x16,x16 splicing factor,KAF0771967.1,sp|Q8BL97|SRSF7_MOUSE,Zinc knuckle,SRSF7,"RRM_1,zf-CCHC"
Dnig.1LG0004140.1,2,FBpp0290774,Set2,SET domain containing 2,XP_023718799.1,sp|Q9BYW2|SETD2_HUMAN,histone-lysine N-methyltransferase activity. It is involved in the biological process described with histone lysine methylation,SETD2,"SET,SRI,WW"
Dnig.1LG0004170.1,6,FBpp0087807,beta3GalTII,"beta-1,3-Galactosyltransferase II",XP_023717312.1,sp|Q502B3|B3GL2_DANRE,acetylgalactosaminyltransferase activity,B3GALNT2,Galactosyl_T
Dnig.1LG0004160.1,15,FBpp0082644,Pbp45,PSEA-binding protein 45kD,GFG36346.1,sp|Q4R6W9|SNPC1_MACFA,"small nuclear RNA activating complex, polypeptide",SNAPC1,SNAPc_SNAP43
Dnig.1LG0004180.1,12,FBpp0070060,GCS2alpha,Glucosidase 2 alpha subunit,CAD7403004.1,sp|P79403|GANAB_PIG,Belongs to the glycosyl hydrolase 31 family,GANC,"DUF5110,Gal_mutarotas_2,Glyco_hydro_31"
Dnig.1LG0004190.1,5,FBpp0077570,CG17652,No description,GFG33274.1,sp|Q9BRU9|UTP23_HUMAN,rRNA-processing protein UTP23,UTP23,Fcf1
Dnig.1LG0004200.1,10,FBpp0085251,Lamp1,Lamp1,XP_023721514.1,sp|P05300|LAMP1_CHICK,Lysosome-associated membrane glycoprotein (Lamp),LAMP1,Lamp
Dnig.1LG0004210.1,3,,,,XP_021936761.1,sp|Q3TCX3|KHDC4_MOUSE,K homology RNA-binding domain,KIAA0907,-
Dnig.1LG0004230.1,18,FBpp0289661,CG14411,No description,XP_021941811.1,sp|Q6NU08|MTRAB_XENLA,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily,MTMR12,"3-PAP,Myotub-related"
Dnig.1LG0004240.1,12,FBpp0076083,CG6674,No description,GFG32805.1,,Tumour suppressing sub-chromosomal transferable candidate 4,-,TSSC4
Dnig.1LG0004250.1,5,FBpp0076008,E(z),Enhancer of zeste,BAR94240.1,sp|P42124|EZ_DROME,chromatin binding,EZH1,"EZH2_WD-Binding,SET"
Dnig.1LG0004320.1,5,FBpp0086597,Spred,Sprouty-related protein with EVH-1 domain,PSN30462.1,sp|Q924S7|SPRE2_MOUSE,It is involved in the biological process described with,SPRED2,"Sprouty,WH1"
Dnig.1LG0004440.1,7,FBpp0084895,Atg16,Autophagy-related 16,CAB0045134.1,sp|Q676U5|A16L1_HUMAN,Autophagy protein 16 (ATG16),ATG16L1,"ATG16,WD40"
Dnig.1LG0004450.1,12,,,,,,,,
Dnig.1LG0004460.1,4,,,,GBO41431.1,,,,
Dnig.1LG0004500.1,14,FBpp0084894,Atg16,Autophagy-related 16,XP_021915878.1,sp|Q8C0J2|A16L1_MOUSE,Autophagy protein 16 (ATG16),ATG16L1,"ATG16,WD40"
Dnig.1LG0004510.1,15,,,,,,,,
Dnig.1LG0004530.1,14,FBpp0077982,CG10581,No description,XP_031548973.1,sp|Q1LZ78|NTPCR_BOVIN,"nucleotide phosphatase activity, acting on free nucleotides",NTPCR,NTPase_1
Dnig.1LG0004540.1,8,FBpp0100031,mle,maleless,CAD7423822.1,sp|Q9H2U1|DHX36_HUMAN,ATP-dependent helicase activity,-,"DEAD,HA2,Helicase_C,OB_NTP_bind"
Dnig.1LG0004630.1,10,FBpp0303394,CASK,CASK,XP_023713682.1,sp|Q24210|CSKP_DROME,Belongs to the MAGUK family,CASK,"Guanylate_kin,L27,PDZ,Pkinase,SH3_2"
Dnig.1LG0004650.1,18,,,,XP_023716815.1,sp|Q9Y2B5|VP9D1_HUMAN,Vacuolar sorting protein 9 (VPS9) domain,-,VPS9
Dnig.1LG0004660.1,17,FBpp0305976,Ncc69,sodium chloride cotransporter 69,XP_023717975.1,sp|Q25479|NKCL_MANSE,Cation chloride symporter activity. It is involved in the biological process described with ion transport,SLC12A1,"AA_permease,AA_permease_N,SLC12"
Dnig.1LG0004680.1,4,FBpp0083264,CG4538,No description,XP_021924344.1,sp|Q9JHS4|CLPX_MOUSE,unfolded protein binding. It is involved in the biological process described with protein folding,-,"AAA_2,ClpB_D2-small"
Dnig.1LG0004780.1,10,FBpp0070465,dwg,deformed wings,XP_023713222.1,sp|O43345|ZN208_HUMAN,,,
Dnig.1LG0004790.1,18,,,,XP_023707984.1,sp|Q2T9W7|MSPD1_BOVIN,MSP (Major sperm protein) domain,MOSPD1,Motile_Sperm
Dnig.1LG0004800.1,20,FBpp0083972,eIF4EHP,eukaryotic translation initiation factor 4E homologous protein,XP_034246010.1,sp|O60573|IF4E2_HUMAN,Translation initiation factor activity. It is involved in the biological process described with translational initiation,EIF4E2,IF4E
Dnig.1LG0004830.1,5,FBpp0076648,CG10075,No description,XP_021937286.1,sp|Q9W6I0|UQCC1_XENLA,Ubiquinol-cytochrome C chaperone,UQCC1,Ubiq_cyt_C_chap
Dnig.1LG0004840.1,5,FBpp0307486,CG10979,No description,XP_023725608.1,sp|Q0VEE6|ZN800_MOUSE,,,
Dnig.1LG0004870.1,1,FBpp0074831,Uggt,UDP-glucose-glycoprotein glucosyltransferase,KAH0822632.1,sp|Q09332|UGGG_DROME,UDP-glucose glycoprotein glucosyltransferase activity. It is involved in the biological process described with protein glycosylation,UGGT1,"Glyco_transf_8,UDP-g_GGTase"
Dnig.1LG0004880.1,10,FBpp0076233,Tsp66E,Tetraspanin 66E,XP_023725611.1,sp|P27701|CD82_HUMAN,Tetraspanin family,Tspan18,Tetraspannin
Dnig.1LG0004890.1,18,FBpp0072453,MED14,Mediator complex subunit 14,XP_023725603.1,sp|Q16U49|MED14_AEDAE,"Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional pre-initiation complex with RNA polymerase II and the general transcription factors",MED14,Med14
Dnig.1LG0004900.1,13,FBpp0074019,Had1,beta Hydroxy acid dehydrogenase 1,XP_021933760.1,sp|Q9Y2S2|CRYL1_HUMAN,3-hydroxyacyl-CoA dehydrogenase activity. It is involved in the biological process described with oxidation-reduction process,CRYL1,"3HCDH,3HCDH_N"
Dnig.1LG0004910.1,3,FBpp0074742,Ltn1,Listerin E3 ubiquitin protein ligase 1,XP_021929885.1,sp|E1C231|LTN1_CHICK,,,
Dnig.1LG0004920.1,9,FBpp0081767,Fdh,Formaldehyde dehydrogenase,AUB45375.1,sp|P79896|ADHX_SPAAU,Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily,Fdh,"ADH_N,ADH_zinc_N"
Dnig.1LG0004930.1,4,FBpp0072380,Mtch,Mitochondrial carrier homolog 1,XP_023709165.1,sp|Q791V5|MTCH2_MOUSE,Belongs to the mitochondrial carrier (TC 2.A.29) family,MTCH2,Mito_carr
Dnig.1LG0004940.1,12,FBpp0309565,RpL24,Ribosomal protein L24,XP_021933762.1,sp|Q9VJY6|RL24_DROME,60s ribosomal protein,RPL24,Ribosomal_L24e
Dnig.1LG0004950.1,19,FBpp0074714,PIG-F,Phosphatidylinositol glycan anchor biosynthesis class F,GFG34462.1,sp|Q07326|PIGF_HUMAN,It is involved in the biological process described with GPI anchor biosynthetic process,PIGF,PIG-F
Dnig.1LG0004960.1,11,FBpp0291233,Cow,Carrier of Wingless,XP_021929955.1,sp|Q9VCR3|COW_DROME,Calcium ion binding. It is involved in the biological process described with signal transduction,SPOCK3,"Kazal_2,SPARC_Ca_bdg,Thyroglobulin_1"
Dnig.1LG0004970.1,20,FBpp0072250,Nurf-38,Nucleosome remodeling factor - 38kD,XP_023727534.1,sp|O77460|IPYR_DROME,inorganic diphosphatase activity. It is involved in the biological process described with phosphate-containing compound metabolic process,Nurf-38,Pyrophosphatase
Dnig.1LG0004980.1,20,FBpp0084842,IntS11,Integrator 11,XP_023706283.1,sp|Q9VAH9|INT11_DROME,Beta-Casp domain,CPSF3L,"Beta-Casp,Lactamase_B_6,RMMBL"
Dnig.1LG0004990.1,20,FBpp0070885,ND-B16.6,NADH dehydrogenase (ubiquinone) B16.6 subunit,KAG8236498.1,sp|Q95KV7|NDUAD_BOVIN,GRIM-19 protein,Ndufa13,GRIM-19
Dnig.1LG0005000.1,17,FBpp0288476,CG8773,No description,XP_023722730.1,sp|Q32LQ0|AMPE_BOVIN,zinc ion binding. It is involved in the biological process described with proteolysis,ENPEP,"ERAP1_C,Peptidase_M1"
Dnig.1LG0005010.1,3,FBpp0312219,Vamp7,Vesicle-associated membrane protein 7,CAD7397384.1,sp|Q9M376|VA727_ARATH,,,
Dnig.1LG0005020.1,7,FBpp0084384,CG5447,No description,XP_023707894.1,sp|Q5ZLC9|GOGA7_CHICK,Golgin subfamily A member 7/ERF4 family,GOLGA7,Erf4
Dnig.1LG0005030.1,18,FBpp0290176,Asap,"ArfGAP with SH3 domain, ankyrin repeat and PH domain",XP_021931246.1,sp|A1Z7A6|ASAP_DROME,ARF GTPase activator activity. It is involved in the biological process described with regulation of ARF GTPase activity,ASAP1,"Ank_2,ArfGap,BAR_3,PH,SH3_1,SH3_9"
Dnig.1LG0005040.1,10,FBpp0293271,mbc,myoblast city,XP_021913161.1,sp|Q14185|DOCK1_HUMAN,Guanyl-nucleotide exchange factor activity. It is involved in the biological process described with small GTPase mediated signal transduction,DOCK2,"DHR-2,DOCK-C2,DOCK_N,SH3_1,SH3_2,SH3_9"
Dnig.1LG0005050.1,5,,,,,,,,
Dnig.1LG0005070.1,1,FBpp0077778,CG3436,No description,XP_023713937.1,sp|Q96DI7|SNR40_HUMAN,"WD domain, G-beta repeat",SNRNP40,WD40
Dnig.1LG0005080.1,20,FBpp0071759,T3dh,Type III alcohol dehydrogenase,XP_021931252.1,sp|Q17EN4|HOT_AEDAE,Metal ion binding. It is involved in the biological process described with oxidation-reduction process,ADHFE1,Fe-ADH
Dnig.1LG0005090.1,14,,,,XP_021931238.1,sp|B2GV52|BL1S5_RAT,Biogenesis of lysosome-related organelles complex 1 subunit,-,Muted
Dnig.1LG0005110.1,18,FBpp0290395,nompB,no mechanoreceptor potential B,CAD7458130.1,sp|Q61371|IFT88_MOUSE,Intraflagellar transport protein 88,IFT88,"TPR_1,TPR_12,TPR_16,TPR_2,TPR_6,TPR_7,TPR_8"
Dnig.1LG0005120.1,17,FBpp0088258,CG11155,No description,XP_021925439.1,sp|Q60934|GRIK1_MOUSE,"Glutamate receptor ionotropic, kainate",GRIK1,"ANF_receptor,Lig_chan,Lig_chan-Glu_bd,SBP_bac_3"
Dnig.1LG0005150.1,8,FBpp0292613,Lpin,Lipin,XP_021925566.1,sp|Q9BQK8|LPIN3_HUMAN,phosphatidate phosphatase,LPIN3,"LNS2,Lipin_N,Lipin_mid"
Dnig.1LG0005360.1,6,FBpp0293413,CG43088,No description,XP_023312264.1,sp|Q96MB7|HARB1_HUMAN,DDE superfamily endonuclease,-,DDE_Tnp_4
Dnig.1LG0005390.1,2,,,,PSN46634.1,,,,
Dnig.1LG0005420.1,19,FBpp0075291,CG15715,No description,XP_030748410.1,sp|Q5ZMM5|ZN706_CHICK,4F5 protein family,ZNF706,"4F5,zf-met"
Dnig.1LG0005430.1,2,FBpp0077702,CG3862,No description,XP_023705025.1,sp|Q9CYF5|RCC1L_MOUSE,Regulator of chromosome condensation (RCC1) repeat,WBSCR16,RCC1
Dnig.1LG0005440.1,10,FBpp0076271,Argk,Arginine kinase,AAT77152.1,sp|P91798|KARG_SCHAM,Belongs to the ATP guanido phosphotransferase family,F46H5.3,"ATP-gua_Ptrans,ATP-gua_PtransN"
Dnig.1LG0005480.1,4,,,,XP_039313145.1,,,,
Dnig.1LG0005530.1,5,FBpp0112333,Adi1,Acireductone dioxygenase 1,CAD7393431.1,sp|E0W481|MTND_PEDHC,"Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)",ADI1,ARD
Dnig.1LG0005550.1,10,FBpp0081957,aurA,aurora A,XP_023725103.1,sp|P97477|AURKA_MOUSE,It is involved in the biological process described with protein phosphorylation,AURKA,Pkinase
Dnig.1LG0005560.1,18,FBpp0307448,crol,crooked legs,XP_018314232.1,sp|P10076|ZFP26_MOUSE,,,
Dnig.1LG0005570.1,7,FBpp0307448,crol,crooked legs,,sp|P10076|ZFP26_MOUSE,,,
Dnig.1LG0005590.1,1,FBpp0292214,Cad99C,Cadherin 99C,XP_021927622.1,sp|Q9VAF5|CAD99_DROME,Calcium ion binding. It is involved in the biological process described with homophilic cell adhesion via plasma membrane adhesion molecules,-,Cadherin
Dnig.1LG0005600.1,7,FBpp0303181,BtbVII,BTB-protein-VII,XP_021914821.1,sp|Q7KRI2|LOLAL_DROME,"Broad-Complex, Tramtrack and Bric a brac",mod(mdg4),"BTB,FLYWCH,zf-C2H2"
Dnig.1LG0005610.1,5,FBpp0304623,dpy,dumpy,QVD39405.1,sp|P35556|FBN2_HUMAN,Complement Clr-like EGF-like,FBN1,"EGF_CA,FXa_inhibition,Sushi,TB,hEGF"
Dnig.1LG0005620.1,3,,,,CAD7392285.1,,,,
Dnig.1LG0005630.1,16,,,,,,,,
Dnig.1LG0005650.1,1,FBpp0080011,Yip1d1,Yip1 domain-containing 1,RZF37575.1,sp|Q66KA5|YIPF5_XENTR,Yip1 domain,-,Yip1
Dnig.1LG0005640.1,18,FBpp0083954,twin,twin,XP_021915890.1,sp|Q9ULM6|CNOT6_HUMAN,CCR4-NOT transcription complex subunit 6-like,CNOT6L,"Exo_endo_phos,LRR_8"
Dnig.1LG0005660.1,6,FBpp0081322,mRpL1,mitochondrial ribosomal protein L1,KAF2905057.1,sp|Q99N96|RM01_MOUSE,RNA binding. It is involved in the biological process described with translation,MRPL1,Ribosomal_L1
Dnig.1LG0005670.1,5,FBpp0304357,Wbp2,WW domain binding protein 2,CAD7438076.1,sp|Q969T9|WBP2_HUMAN,GRAM domain,WBP2,GRAM
Dnig.1LG0005680.1,9,FBpp0304359,Ent3,Equilibrative nucleoside transporter 3,XP_023719005.1,sp|A1L272|S29A4_DANRE,Nucleoside transmembrane transporter activity. It is involved in the biological process described with,SLC29A4,Nucleoside_tran
Dnig.1LG0005690.1,8,FBpp0311330,Svil,Supervillin,XP_033608262.1,sp|O46385|SVIL_BOVIN,Actin binding. It is involved in the biological process described with cytoskeleton organization,SVIL,"Gelsolin,VHP"
Dnig.1LG0005700.1,6,FBpp0081820,Tctp,Translationally controlled tumor protein,PSN57588.1,sp|Q75VN3|TCTP_BOMMO,Translationally-controlled tumor protein homolog,TPT1,TCTP
Dnig.1LG0005730.1,18,FBpp0072590,cue,cueball,XP_036145947.1,sp|B4PD96|CUE_DROYA,,,
Dnig.1LG0005740.1,10,FBpp0075208,Strump,Strumpellin,XP_021938876.1,sp|Q5R5P0|WASC5_PONAB,Hereditary spastic paraplegia protein strumpellin,KIAA0196,Strumpellin
Dnig.1LG0005750.1,14,,,,XP_039276087.1,sp|O02751|CFDP2_BOVIN,Craniofacial development protein,-,Exo_endo_phos_2
Dnig.1LG0005760.1,17,FBpp0074563,Alr,Augmenter of liver regeneration,XP_001120016.1,sp|P56213|ALR_MOUSE,Erv1 / Alr family,GFER,Evr1_Alr
Dnig.1LG0005770.1,16,FBpp0077598,CG7420,No description,XP_023710443.1,sp|Q3MHW0|SRGEF_BOVIN,Regulator of chromosome condensation (RCC1) repeat,SERGEF,"RCC1,RCC1_2"
Dnig.1LG0005790.1,9,FBpp0073988,Mfe2,peroxisomal Multifunctional enzyme type 2,XP_023723272.1,sp|P51659|DHB4_HUMAN,Oxidoreductase activity. It is involved in the biological process described with metabolic process,HSD17B4,"MaoC_dehydrat_N,MaoC_dehydratas,SCP2,adh_short"
Dnig.1LG0005800.1,5,FBpp0074126,Rai1,Rat1 Interacting Protein 1,XP_021930707.1,sp|Q5E9Y5|DXO_BOVIN,negative regulation of gene expression,DXO,RAI1
Dnig.1LG0005810.1,6,FBpp0086524,CG8152,No description,XP_015604536.1,sp|Q9V7A7|GPAN1_DROME,glycine rich nucleic binding domain,GPANK1,"Ank_2,Ank_4,G-patch"
Dnig.1LG0005830.1,1,FBpp0084618,mino,minotaur,XP_023704556.1,sp|Q61586|GPAT1_MOUSE,Glycerol-3-phosphate O-acyltransferase activity. It is involved in the biological process described with phospholipid biosynthetic process,GPAM,Acyltransferase
Dnig.1LG0005860.1,5,FBpp0303776,CG2224,No description,XP_021914227.1,sp|O95630|STABP_HUMAN,USP8 dimerisation domain,STAMBPL1,"JAB,USP8_dimer"
Dnig.1LG0005870.1,5,,,,,,,,
Dnig.1LG0005890.1,17,FBpp0292404,Rbcn-3A,Rabconnectin-3A,XP_023723664.1,sp|Q8BPN8|DMXL2_MOUSE,RAVE protein 1 C terminal,DMXL1,"Rav1p_C,WD40"
Dnig.1LG0005900.1,9,FBpp0084940,CG1983,No description,PSN50545.1,sp|O94903|PLPHP_HUMAN,"Pyridoxal 5'-phosphate (PLP)-binding protein, which may be involved in intracellular homeostatic regulation of pyridoxal 5'-phosphate (PLP), the active form of vitamin B6",PROSC,Ala_racemase_N
Dnig.1LG0005920.1,5,FBpp0083453,Nelf-A,Negative elongation factor A,XP_023704442.1,sp|Q86NP2|NELFA_DROME,It is involved in the biological process described with negative regulation of transcription elongation from RNA polymerase II promoter,NELFA,-
Dnig.1LG0005930.1,10,,,,GFG39332.1,sp|Q0VA77|ENPP4_XENTR,Type I phosphodiesterase / nucleotide pyrophosphatase,-,Phosphodiest
Dnig.1LG0005940.1,5,,,,XP_012527558.1,sp|G4WAW9|SELM_ERISI,Sep15/SelM redox domain,SELENOM,Sep15_SelM
Dnig.1LG0005950.1,12,,,,CAD7567389.1,,,,
Dnig.1LG0005960.1,10,FBpp0073973,CG8974,No description,XP_023726264.1,sp|Q91YT2|RN185_MOUSE,Zinc ion binding,RNF185,"zf-C3HC4,zf-C3HC4_3"
Dnig.1LG0006010.1,3,FBpp0075751,thoc6,thoc6,XP_023726261.1,sp|Q9VTV1|THOC6_DROME,THO complex,THOC6,WD40
Dnig.1LG0006020.1,2,FBpp0301191,Srrm234,Serine-arginine repetitive matrix 2/3/4,PNF14227.1,sp|Q9UQ35|SRRM2_HUMAN,,,
Dnig.1LG0006040.1,10,,,,,,,,
Dnig.1LG0006050.1,17,FBpp0291098,spir,spire,XP_039279948.1,sp|Q9U1K1|SPIR_DROME,actin binding,SPIRE2,KIND
Dnig.1LG0006060.1,9,FBpp0306868,RFeSP,Rieske iron-sulfur protein,PSN45665.1,sp|Q69BK0|UCRI_COLPO,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis",UQCRFS1,"Rieske,UCR_TM,Ubiq-Cytc-red_N"
Dnig.1LG0006080.1,2,,,,,,,,
Dnig.1LG0006090.1,20,,,,GFG35097.1,,,,
Dnig.1LG0006100.1,15,,,,,,,,
Dnig.1LG0006110.1,2,FBpp0112308,Efa6,Exchange factor for Arf 6,XP_021914174.1,sp|E1JIT7|PSD_DROME,It is involved in the biological process described with regulation of ARF protein signal transduction,efa-6,"PDZ,PH_9,Sec7"
Dnig.1LG0006120.1,16,FBpp0084774,Cisd2,CDGSH iron sulfur domain 2,PSN39465.1,sp|Q9VAM6|CISD2_DROME,domaincontaining protein,CISD2,"MitoNEET_N,zf-CDGSH"
Dnig.1LG0006140.1,18,FBpp0088396,lola,longitudinals lacking,XP_023705915.1,sp|Q9V5M6|LOLA5_DROME,"Broad-Complex, Tramtrack and Bric a brac",-,BTB
Dnig.1LG0006150.1,2,FBpp0072457,MED30,Mediator complex subunit 30,XP_023725763.1,sp|Q172Y1|MED30_AEDAE,"Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional pre-initiation complex with RNA polymerase II and the general transcription factors",MED30,Med30
